id,respondido_en,2_edad,3_sexo,4_alcaldia_de_residencia,5_colonia_de_residencia,6_cual_es_tu_medio_de_transporte_mas_comun,7_estas_de_acuerdo_en_que_se_realice_la_ampliacion_de_la_linea_3_del_metrobus,8_si_respondiste_si_que_recomendaciones_harias_para_minimizar_las_afectaciones,9_si_respondiste_parcialmente_cuales_son_las_consideraciones_que_deberian_tomarse_en_cuenta_para_que,10_si_respondiste_no_queremos_conocer_tus_argumentos,11_te_beneficia_la_ampliacion_de_la_linea_3_del_metrobus
309,2019-11-07T16:05:30+00:00,40.0,M,Benito Juárez,Mixcoac,"A pie, Bicicleta, Transporte público",Sí,"Horarios nocturnos para los trabajos. Limpiar mientras ese ensucia, después quedan residuos de banqueta en los lugares de arreglo por meses. Personas asistiendo el tráfico.",,,Sí
310,2019-11-07T15:49:56+00:00,41.0,F,Benito Juárez,Xoco,Vehículo particular,No,,,"Se tiene la linea del metro que corre a una cuadra en universidad, se puede poner más trenes y con mayor frecuencia. Si se mejora el metro se atiende la demanda
Que se pongan buenos camiones en la ruta porque los microbuses van semi vacíos a todas horas y están en mal estado
Que haya consecuencias seriaspara los que se estacionan sobre el eje
Habemos en una cuadra cerca de 1,000 vecinos con auto particular, más un hospital, mas comercios. La afectada al tráfico es mayor que en otros tramos
La ruta acabaria en churubusco y eso causará mucho tráfico para salir de la zona

Si los anteriores gobiernos han permitido la construcción de edificios tan grandes, no puede ser ignorado por el nuevo gobierno y complicarnos la circulación, ya vivimos ahí legalmente.
Mejor que paren obras futuras como mítika

Los carriles quedarían muy apretados, no es realista. Quedarán únicamente dos.",No
311,2019-11-14T04:03:10+00:00,44.0,M,Coyoacán,Presidentes Ejidales,Bicicleta,Sí,"Realizar obra en el menor tiempo posible, trabajos nocturnos.",,,Sí
312,2019-11-14T02:55:19+00:00,38.0,F,Coyoacán,Santa Úrsula,"Bicicleta, Transporte público",Sí,"Mayor información con anticipación. 
Informar y habilitar rutas alternas. Habilitar zonas de circulación segura para peatones y ciclistas.",,,Sí
313,2019-11-14T01:52:15+00:00,22.0,M,Coyoacán,CTM Culhuacan,Transporte público,Sí,"Recomendaria un operativo permanente  para evitar el estacionado de Automoviles sobre el Eje Cuauhtemoc, aparte de sincronzar bien los semaforos  dandole  prioridad al mismo eje donde circulara  el MB",,,Sí
314,2019-11-13T20:48:38+00:00,35.0,F,Coyoacán,Barrio del niño jesus,"Bicicleta, Transporte público, Taxi",Sí,Conservar la ciclovía,,,Sí
315,2019-11-13T18:22:02+00:00,35.0,F,Coyoacán,El Reloj,Bicicleta,Sí,"Capacitar a los conductores sobre sensibilización en perspectiva de genero, además de la concientización de que ese tipo de vías de transito, al no haber exclusiva para vehículos no motorizados (bicicletas); además de la poca empatía por parte de automovilistas, transportistas y otros operadores de vehículos particulares, es posible que ciclistas se usen esos carriles ""por seguridad"", lo que NO exime al operador del Metrobus que AMEDRENTE Y ATENTE contra ellos, PONIENDO EN RIESGO SU INTEGRIDAD FÍSICA Y VIDA, aunque siga siendo un carril de ""uso exclusivo"" para metrobus, no es escusa para agredir a cualquier persona sobre un vehículo no motorizado.",,,No
316,2019-11-13T16:41:10+00:00,33.0,M,Coyoacán,Pedregal de Santo Domingo,"A pie, Bicicleta, Transporte público",Sí,"Comenzar con las partes no en cruceros y luego las intersecciones.
Y combinar con crecimiento por etapas.",,,Sí
317,2019-11-13T15:18:51+00:00,56.0,F,Coyoacán,Romero de Terreros,A pie,No,,,"Considero que NO es necesaria la ampliación de la ruta debido a que actualmente está suficientemente comunicada con el servicio de transporte colectivo Metro, la línea Universidad-Indios Verdes.
Esa magna obra que están haciendo en Universidad y Río Churubusco, la torre Mitica ya es un gran impacto que se generó en la zona tanto de movilidad como de distribución de agua potable. Ya no más obras en la demarcación por favor!!!!",No
318,2019-11-12T17:01:00+00:00,39.0,M,Coyoacán,Los Reyes Coyoacan,"Transporte público, Vehículo particular",No,,,Mejor hacer trolebús,No
319,2019-11-12T16:26:43+00:00,23.0,F,Coyoacán,PEDREGAL DE SANTO DOMINGO,Transporte público,Sí,.,,,Sí
320,2019-11-12T04:14:30+00:00,23.0,M,Coyoacán,Parque San Andrés,Vehículo particular,Sí,"Considero que mantener el proyecto original con los carriles confinados centrales es la mejor alternativa. Incluso, debería considerase incluir una ciclovía para realmente volverla una avenida sustentable. Incluso, se deberían talar menos árboles en este caso y es una instalación mucho más cómoda para los usuarios.",,,Sí
321,2019-11-11T18:14:49+00:00,43.0,M,Coyoacán,El Rosedal,"A pie, Bicicleta",Sí,"Reforzar señalamientos verticales de límites de velocidad 

Campañas de concientizacion respecto a beneficios 

Programa de desvíos 

Definir y cumplir horarios de trabajo",,,Sí
322,2019-11-11T01:22:06+00:00,26.0,M,Coyoacán,NARVARTE PTE,"A pie, Bicicleta, Transporte público",Sí,No afectar pasos peatonales,,,Sí
323,2019-11-11T15:03:31+00:00,18.0,M,Coyoacán,Prado Churubusco,Transporte público,Sí,Transitar por una vía alterna,,,Sí
324,2019-11-11T01:41:55+00:00,37.0,F,Coyoacán,Adolfo Ruiz Cortines,Transporte público,Sí,Proponer vías alternas o reducir la menor cantidad de carriles para automóviles particulares.,,,Sí
325,2019-11-10T04:51:01+00:00,23.0,F,Coyoacán,Candelaria,"A pie, Transporte público, Vehículo particular",Sí,,"Instalaciones de cada estación, los cruces de calle si son seguros",,Sí
326,2019-11-09T21:42:55+00:00,29.0,M,Coyoacán,Pedregal de Santa Úrsula,Transporte público,Sí,Volcar todos los recursos disponibles para finalizar la ampliación en el menor plazo posible.,,,Sí
327,2019-11-09T22:25:58+00:00,19.0,M,Coyoacán,Cuadrante de San Francisco,Transporte público,Sí,Que se utilicen autobuses eléctricos (trolebús) en vez de vehículos a gasolina. Que se protejan todas las áreas verdes y se priorice siempre al metrobús por encima del automóvil particular.,,,Sí
328,2019-11-09T19:42:20+00:00,48.0,F,Coyoacán,Frac. Los Girasoles,Transporte público,No,,,"Generará MAS CONTAMINACIÓN AMBIENTAL pues el ancho de la vialidad  quedaría prácticamente para uso del metrobús, y el flujo vehicular quedaría prácticamente parado circulando muy lento causando caos en toda la vialidad y daño de las personas que viven alrededor circulan por allí y las que viven en av. Cuauhtémoc",No
329,2019-11-09T16:31:33+00:00,21.0,M,Coyoacán,Barrio de la concepción,Transporte público,Sí,"Sembrar árboles, instalar cruces seguros con semáforos peatonales, instalar fotocívicas para que los conductores no invadan el carril exclusivo",,,Sí
330,2019-11-08T19:00:48+00:00,43.0,M,Coyoacán,Pueblo de los Reyes,"Transporte público, Vehículo particular",Sí,Evitar invasión de espacio público fuera de los límites necesarios para el funcionamiento del sistema. Buscar estaciones accesibles y en lo posible poco invasivas.,,,Sí
331,2019-11-08T18:22:32+00:00,59.0,M,Coyoacán,Los Reyes Coyoacán,Bicicleta,Sí,que se deje de obstruír la banqueta y los laterales de la avenida. con eso se evitarian contratiempos.,,,No
332,2019-11-08T18:14:36+00:00,44.0,F,Coyoacán,Xoco,"Transporte público, Vehículo particular",No,,,"Ya existen 2 líneas de metro (verde y azul) que cubren la zona y varios de los camiones que pasan van vacíos, de por sí es una avenida conflictiva y si quitan carriles de circulación para confinarlos al metrobus se volverá caótica. Hay otras zonas de la ciudad con mayor necesidad de transporte público como santa fe. Esta zona está cubierta desde siempre y no es necesario poner más transporte que solo generará tráfico, contaminación y caos vial.",No
333,2019-11-08T17:21:16+00:00,36.0,M,Coyoacán,del Carmen,Bicicleta,Sí,"que los carriles de los extremos de Av Cuauhtemoc no sean estacionamientos
que las banquetas de av Cuauhtemoc no sean estacionamiento
que de verdad haya control para que  los coches particulares no usen el carril exclusivo",,,Sí
334,2019-11-08T15:03:33+00:00,34.0,M,Coyoacán,Copilco El Alto,Transporte público,Sí,Me permitiría reducir tiempos de traslado y además creo que ayudaría a mucha gente. Evitar en la medida de lo posible el ambulantaje alrededor de las estaciones.,,,Sí
335,2019-11-08T12:38:59+00:00,,F,Coyoacán,Los reyes,"A pie, Bicicleta, Transporte público",Sí,"Los rabajos pueden ser horarios diurnos y nocturnos, informacion continúa de vías alternas",Incluir ciclo vía y bici estacionamiento en las estaciones del MB,,Sí
336,2019-11-08T04:21:17+00:00,26.0,M,Coyoacán,Pedregal de la Zorra,"Bicicleta, Transporte público",Sí,Que no se tarden tanto en hacerla.,,,Sí
337,2019-11-07T19:16:56+00:00,31.0,F,Coyoacán,APR,Transporte público,Sí,,,,Sí
338,2019-11-07T22:23:07+00:00,27.0,M,Coyoacán,Copilco universidas,Transporte público,Parcialmente,,Redireccionarlo por av universidad hasta CU,,Sí
339,2019-11-07T21:55:09+00:00,28.0,F,Coyoacán,Ajusco,Transporte público,No,,,"Me gustaría más un transporte más ecológico, como el trolebús. Son más funcionales y requieren menos instalaciones que el metrobús",No
340,2019-11-14T01:02:50+00:00,25.0,M,"Coyoacán, Benito Juárez",Xoco,"Bicicleta, Vehículo particular",No,,,"La vialidad es fatal, además de que es un gasto muy alto, si consideramos que actualmente hay un ruta con carriles esclusivos menos invasivos que el metrobus, y también podría ser más viable una nueva línea de trolebús ya que se cuenta con una vialidad preparada para soportar este tipo de proyectos que son ecológicos y menos invasivos para los habitantes.",No
341,2019-11-10T20:34:54+00:00,21.0,F,Cuajimalpa,Contadero,Vehículo particular,Sí,,,,Sí
342,2019-11-10T02:56:04+00:00,40.0,M,Cuajimalpa,San Lorenzo Acopilco,Transporte público,Sí,"Que exista vigilancia en la zona de Obras, para evitar accidentes en la zona de Obras.",,,Sí
343,2019-11-07T23:22:18+00:00,26.0,M,Cuajimalpa,San José de los Cedros,Transporte público,Sí,"A pesar de que estoy totalmente a favor de que son preferibles los beneficios del Metrobús sobre las afectaciones de lxs automovilistas, algunas recomendaciones serían:

- Que el proyecto del Metrobús implique una mejora de la zona (no sólo la avenida principal, sino zonas aledañas). Por ejemplo: iluminación, reparación de banquetas, bancas, incluso permisos para ocupar parcialmente la banqueta comercialmente con la intención de hacerlas lugares caminables seguros para residentes y cambien su forma de traslado. 

- Llevar el Metrobús a Churubusco por una ruta alternativa sin transporte masivo, pues una de las argumentaciones es que ya hay metro en esa zona. Sin embargo, me parece incorrecto cambiar una ruta por la oposición de automovilistas.",,,No
344,2019-11-14T02:10:57+00:00,35.0,Prefiero no decir,Cuauhtémoc,Cuahutemoc,"A pie, Bicicleta, Transporte público",Parcialmente,,"Uso esa y otras vías, no veo en el proyecto vaya acompañada de infraestructura (no pintura) de protección a los más vulnerables en la vía. Me preocupa se avance metrobús sin espacios para el ciclista.
Av. Cuauhtémoc debe contar con infraestructura ciclista segura para permitir tránsito seguro de ciclistas conforme jerarquía de movilidad que establece la ley de movilidad. Ello también evitará la invasión del carril exclusivo del metrobus y garantizará seguridad de todos los usuarios de la calle.",,Sí
345,2019-11-14T02:07:44+00:00,28.0,M,Cuauhtémoc,Peralvillo,"A pie, Bicicleta, Transporte público, Vehículo particular",Sí,"Cuidar el medio ambiente
Trazar la ruta con ingenieros en transporte",Beneficio mayor que el costo,,Sí
346,2019-11-14T01:06:05+00:00,49.0,M,Cuauhtémoc,Buenavista,Bicicleta,Sí,Trabajos en horarios nocturnos y cierres parciales,,,Sí
347,2019-11-13T19:23:24+00:00,24.0,M,Cuauhtémoc,Centro,Transporte público,Sí,"Realizar los cierres en las vías de forma parcial, para así no afectar tanto la vialidad",,,Sí
348,2019-11-13T16:05:47+00:00,28.0,F,Cuauhtémoc,Doctores,Vehículo particular,No,,,"La escuela de mi hija está en la zona donde planean ampliar la L3, de por sí es un caos poder ingresar a esas calles para llevarla o recogerla, si reducen carriles para la construcción, nos veríamos aún más afectados",No
349,2019-11-13T16:48:43+00:00,42.0,M,Cuauhtémoc,Guerrero,Bicicleta,Sí,"Afectaciones siempre existirán, con un buen diseño y planeación estas se minizaran siempre, recordar que el bien común imperara siempre.",,,Sí
350,2019-11-13T04:33:42+00:00,48.0,M,Cuauhtémoc,DOCTORES,Transporte público,Sí,,,,Sí
351,2019-11-12T02:05:42+00:00,43.0,F,Cuauhtémoc,Roma Norte,A pie,Sí,"Intersecciones seguras, señalizaciones oportunas, mejorar las banquetas y asegurar que ni existan obstáculos que limiten el libre paso  de los transeúntes.",,,Sí
352,2019-11-11T20:46:39+00:00,20.0,M,Cuauhtémoc,Condesa,"Bicicleta, Transporte público",Sí,"Apesar de que no resido por la zona, si utilizo dicho trasporte para poder laborar, de acuerdo a mi opinión, debería agilizarse el proceso de construcción, respetando y conservando las áreas verdes, incluso, implementar más áreas verdes, senderos seguros y espacios más accesibles.",,,Sí
353,2019-11-11T00:20:55+00:00,26.0,M,Cuauhtémoc,Peralvillo,"Bicicleta, Transporte público",Sí,Poner más áreas verdes más iluminación y vigilancia y capacitar más a los choferes y que sean más empaticos con los ciclistas,,,Sí
354,2019-11-11T15:33:06+00:00,63.0,F,Cuauhtémoc,Roma Sur,Vehículo particular,Sí,Realizar la obra en el menor tiempo posible,,,Sí
355,2019-11-11T01:47:35+00:00,32.0,M,Cuauhtémoc,Roma Norte,"Transporte público, Taxi",Sí,"Considero que no genera tantas afectaciones, ya que la idea principal es la disminución del uso de coches",,,Sí
356,2019-11-09T06:17:50+00:00,33.0,M,Cuauhtémoc,Santa Maria la Ribera,"Bicicleta, Transporte público",Sí,Trabajos programados y respetar tiempos de proyectos,,,Sí
357,2019-11-09T03:46:35+00:00,32.0,M,Cuauhtémoc,San Rafael,"A pie, Bicicleta, Transporte público",Sí,No permitir el ambulantaje en las estaciones del Metrobús. Coordinar bien los semáforos con los pasos peatonales.,,,Sí
358,2019-11-09T03:02:04+00:00,44.0,M,Cuauhtémoc,Tlatelolco,Transporte público,Sí,,,,Sí
359,2019-11-08T21:53:28+00:00,28.0,F,Cuauhtémoc,doctores,"Bicicleta, Transporte público",Sí,Plazos de tiempo precisos y respetados.,,,Sí
360,2019-11-08T20:51:31+00:00,41.0,M,Cuauhtémoc,Centro,Bicicleta,Sí,Considerar una ciclopista a la par de la línea del metrobus.,,,Sí
361,2019-11-08T20:40:40+00:00,49.0,F,Cuauhtémoc,Roma,Vehículo particular,Sí,,,,Sí
362,2019-11-08T16:55:01+00:00,26.0,F,Cuauhtémoc,Roma Norte,"Bicicleta, Transporte público",Sí,"No tengo recomendaciones para minimizar afectaciones, pero dado que uno de mis medios de transporte es la bicicleta me gustaría solicitar se contemple la construcción de una ciclovía a la par de la ampliación de la línea de Metrobús. La ruta de la L-3 es también muy recurrida por ciclistas, y hay muchos cruces (particularmente sobre Cuauhtémoc) que son extremadamente peligrosos.",,,Sí
363,2019-11-08T18:27:14+00:00,32.0,M,Cuauhtémoc,Juarez,Bicicleta,Sí,El quitar autos de las calles y cambiarlo por un transporte masivo y publico lejos de generar afectacion genera beneficios. Queremos mejor aire.,,,Sí
364,2019-11-08T16:29:04+00:00,53.0,F,Cuauhtémoc,Gabino Barreda,Transporte público,No,,,"Cuauhtémoc es un cuello de botella, hay metro y metrobús en esa avenida y es suficiente con que llegue al metro Etiopía. Más allá sería un caos. El metro es suficiente.

Si llega hasta Xoco afuera sería un tráfico con la entrada a la cineteca nacional y al hospital, además se pondrían muchos ambulantes en la zona y eso afecta los pasos peatonales. La ciudad de México está saturada de transporte público y eso hace  que llegue mucha gente del Estado de México y los beneficia a ellos y a nosotros nos saturan el transporte, las avenidas y banquetas.",No
365,2019-11-08T14:32:26+00:00,29.0,M,Cuauhtémoc,Doctores,Bicicleta,Sí,"Considerar infraestructura ciclista en Cuauhtémoc o paralela al corredor. Los carriles de los extremos del eje, en teoría exclusivos para transporte público, son muy cómodos para pedalear. Al construiste MB, estos carriles se reducirán, especialmente en estaciones, por lo que se tiene que considerar una alternativa para que los ciclistas puedan seguir haciendo ese recorrido de manera comida y segura.
Sería ideal que también se mejoren las banquetas en todo el corredor.",,,Sí
366,2019-11-08T13:51:18+00:00,42.0,M,Cuauhtémoc,DOCTORES,"Bicicleta, Transporte público, Vehículo particular",Sí,"Al momento de la construccion que fueran varias empresas constructoras, una por estación-tramo.
Que en el diseño sea mutidiciplinario, por ejemplo implementar algo como el proyecto del metro para que la gente se forme y permita salir.",,,Sí
367,2019-11-08T12:48:03+00:00,28.0,M,Cuauhtémoc,Guerrero,"A pie, Bicicleta, Transporte público",Sí,"Considero que se debe trabajar por el bien público. Por  mayor beneficio común y dejar de lado los beneficios personales y de unos cuantos. Las grandes Megalópolis en el mundo han resuelto el problema de movilidad por qué han apostado a la generación de vías de transporte público de calidad. 
En esta ciudad es imposible negar que somos una Megalópolis pero pareciera que se a negado que existe un grave problema de movilidad. Y el resultado arrojado genera la arrogancia de los usuarios de vehículo propio a dejar de utilizar su medio de transporte.
Para resolver el problema de movilidad es imperante que se busque el beneficio de la mayor parte de la población puesto que se se ha apostado a qué el usuario de auto ceda por si mismo y es algo que nunca va a suceder.",,,No
368,2019-11-08T07:32:48+00:00,40.0,M,Cuauhtémoc,Centro Histórico,Transporte público,Sí,"Las estaciones deben ser lo menos invasivas posibles, sobre todo visualmente. Las obras tendrías que realizarse en la noche. Y, ya en operación, corregir la lentitud de esa línea; el flujo de unidades es menor que en otras.",Respondo en la pregunta anterior.,-,Sí
369,2019-11-08T03:36:08+00:00,43.0,M,Cuauhtémoc,Ex-Hipodromo de Peralvillo,Transporte público,Sí,"Simplemente que sean lo más rápido y continuo posibles, no como la expansión de La5","Más unidades, menos tiempos de espera En horas pico",,Sí
370,2019-11-08T03:33:18+00:00,30.0,M,Cuauhtémoc,Cuauhtémoc,Vehículo particular,Sí,Diseñar adecuaciones viales que prioricen al peatón y fomenten la disminución del uso de vehículos particulares.,,,Sí
371,2019-11-08T02:06:40+00:00,22.0,M,Cuauhtémoc,Santa María la Ribera,Transporte público,Sí,"Que la obra se lleve a cabo lo más rápido posible para que los cierres a la circulación no representen una gran problema vial. 
Y que hayan baños públicos funcionales  en las nuevas estaciones.",,,Sí
372,2019-11-08T04:18:48+00:00,29.0,M,Cuauhtémoc,Condesa,Bicicleta,Sí,Realizar la ampliación en el menor tiempo posible.,Cambio de sentido de calles que permitan mayor afluencia del tráfico de automóviles.,,Sí
373,2019-11-08T01:44:28+00:00,34.0,F,Cuauhtémoc,HIPODROMO,Taxi,Sí,"Consideraría que podría desahogar demanda de la L3 del metro, conectar a la gente con un punto cultural importante (la Cineteca) y con una zona importante en términos de salud (hospital Xoco). Es una oportunidad para reducir tiempos de traslado sobre Cuauhtémoc para usuarixs de transporte público, así como para ofrecer un modo de transporte más confiable, digno y accesible para personas con discapacidad.",,,Sí
374,2019-11-08T00:08:55+00:00,28.0,M,Cuauhtémoc,Centro,Transporte público,Sí,,,,Sí
375,2019-11-08T04:39:43+00:00,36.0,M,Cuauhtémoc,Roma Norte,Transporte público,Sí,Que las estaciones tengan capacidad para autobuses biarticulados para transportar a más personas.,,,Sí
376,2019-11-08T02:56:48+00:00,38.0,M,Cuauhtémoc,Roma sur,Bicicleta,Sí,,,,Sí
377,2019-11-07T19:35:12+00:00,28.0,M,Cuauhtémoc,Juárez,"Bicicleta, Transporte público",Sí,"Implementar cruces seguros, mejorar las banquetas y plantar más árboles a lo largo del recorrido",,,Sí
378,2019-11-07T19:23:23+00:00,27.0,M,Cuauhtémoc,Tabacalera,Bicicleta,Sí,Pongan una ciclovía temporal,,,Sí
379,2019-11-08T01:04:00+00:00,30.0,M,Cuauhtémoc,Guerrero,"A pie, Bicicleta, Transporte público",Sí,Proponer un sistema de conexión con otros transportes públicos.,,,Sí
380,2019-11-07T23:33:20+00:00,33.0,M,Cuauhtémoc,Roma Norte,"A pie, Transporte público",Sí,,,,Sí
381,2019-11-07T17:58:00+00:00,33.0,F,Cuauhtémoc,Doctores,"A pie, Transporte público, Taxi",Sí,Que las obras se realicen por las noches y madrugadas,,,Sí
382,2019-11-07T17:50:51+00:00,45.0,M,Cuauhtémoc,Santa María la Ribera,Bicicleta,Sí,"Cuando se piensa en ""afectaciones"" generalmente se está hablando de quitar espacios a los coches. Pues bien, si queremos que la movilidad de nuestra ciudad se oriente hacia la sustentabilidad, es necesario que se ""afecten"" los espacios destinados al automóvil, en favor de los usuarios del transporte público, ciclistas y peatones.
Por otra parte, hay afectaciones que sí deben evitarse: la línea del metrobús debe ampliarse, sin duda, pero también es indispensable que la obra se acompañe de una ciclovía. La avenida Cuauhtémoc es muy utilizada por ciclistas y muchos automovilistas los ponen en peligro con su manera de conducir y sin respetar la pirámide de movilidad. Al construir una ciclovía de manera paralela a la ampliación de la línea del metrobús se estaría avanzando hacia ese respeto.",,,Sí
383,2019-11-07T17:43:00+00:00,36.0,F,Cuauhtémoc,Juárez,"A pie, Bicicleta, Transporte público",Sí,"Durante la Obra: Una comunicación oportuna sobre afectaciones viales, modificaciones al tránsito 
En operación del MB:Aplicar el reglamento de tránsito, en especial no permitir que vehículos se estacionen en vías primarias, ni sobre banquetas",,,Sí
384,2019-11-07T17:17:48+00:00,42.0,F,Cuauhtémoc,Santa María la Ribera,Bicicleta,Parcialmente,,"Que se incluya una ciclovía segura, para garantizar la existencia de la pirámide de la movilidad de la Ciudad de México",,Sí
385,2019-11-07T22:10:30+00:00,29.0,M,Cuauhtémoc,Guerrero,"Bicicleta, Transporte público",Sí,"Combinar con una ciclovia y educación vial, señalamientos claros y estaciones más a escala humana.",,,Sí
386,2019-11-07T21:48:57+00:00,27.0,M,Cuauhtémoc,Centro,Bicicleta,Sí,"1 debería ser como la linea 7 sin tener una estación a la mitad de la avenida
2 consideren la adecuación de un carril bicletas",,,Sí
387,2019-11-07T17:31:09+00:00,31.0,Prefiero no decir,Cuauhtémoc,Santa María la Ribera,Bicicleta,Parcialmente,,El sistema de MB debe cambiar para acoplarse mejor a las vialidades con menor afectación. Preferiría que fueran transportes eléctricos (como tranvías o trolebuses) con estaciones a nivel de calle.,,Sí
388,2019-11-07T15:45:41+00:00,37.0,F,Cuauhtémoc,TLATELOLCO NONOALCO,Bicicleta,Parcialmente,REDUCCIÓN DE CARRILES POR TRAMOS DE OBRA. HABILITACIÓN DE VÍAS ALTERNAS,"DEBE INCLUIRSE DISEÑO DE CALLE COMPLETA, CON LIBERACIÓN DE BANQUETAS E IMPLEMENTACIÓN DE CICLOVÍA",,Sí
389,2019-11-08T10:39:46+00:00,36.0,M,"Cuauhtémoc, Benito Juárez",Narvarte,Vehículo particular,No,,,"El servicio del Metrobús es malo e ineficiente: por sus retardos y aglomeraciones de vehículos del mismo servicio que tiene incidencia en materia de impacto ambiental por las emisiones que cualquier vehículo en reposo, encendido y que usa combustibles fósiles, genera.

El impacto visual nocivo en las zonas donde se ha colocado dicho transporte, es evidente. Estaciones mal hechas, horribles, estorbosas y que dominan el espacio afectando negocios y la visión de vivienda de la zona.

En Av. Cuauhtémoc no ha sido menor la reducción de tráfico en la zona, y afectar una vialidad que cancelará 3 de 5 carriles, en una zona altamente conflictiva de tránsito en horas pico, con un servicio inseguro (carteristas, asaltantes) y que además redunda en la ruta que ya ocupa el Metro, resulta absurdo. Más aún cuando sus vehículos son contaminantes, incómodos e inseguros (sugiero constatarlo en horas pico). 

Si la intención es ampliar el transporte, sugiero tomar en cuenta la alternativa del servicio eléctrico de Trolebús. ¿Porqué insistir en moles contaminantes?",No
390,2019-11-07T20:32:58+00:00,29.0,F,"Cuauhtémoc, Benito Juárez",Santa Maria la Ribera,"A pie, Bicicleta, Transporte público",Sí,Respetar el mismo modelo que actualmente tiene la linea 3,,,Sí
391,2019-11-14T03:49:09+00:00,70.0,F,Gustavo A. Madero,Juan González Romero,Transporte público,Sí,Ninguna,,,Sí
392,2019-11-14T02:06:11+00:00,23.0,M,Gustavo A. Madero,Nueva Atzacoalco,Transporte público,Sí,Que no se estacionen particulares sobre el eje ya que es un via rapida organizar una buena planificacion de semaforos para disminuir el trafico.,,,Sí
393,2019-11-13T21:43:53+00:00,42.0,F,Gustavo A. Madero,25 de julio,Transporte público,Sí,Que hagan el doble o triple de las áreas verdes que afecten y sí no hay que pongan!,,,Sí
394,2019-11-13T16:11:25+00:00,27.0,M,Gustavo A. Madero,San de Aragon 3  ra seccion,"A pie, Bicicleta, Transporte público",No,,,Pues no me gustaría afectará más el medio ambiente ayudar al calentamiento global queremos también se quite corrupción mexibus del cdmx si me gustaría mejore servicio metrobus luego afectan manifestaciones uno se viera la forma de no afectar el servicio,No
395,2019-11-12T18:39:22+00:00,23.0,F,Gustavo A. Madero,Acueducto de Guadalupe,Transporte público,Sí,,,,Sí
396,2019-11-12T18:36:21+00:00,28.0,M,Gustavo A. Madero,San Pedro Zacatenco,Transporte público,Sí,,,,Sí
397,2019-11-12T12:34:32+00:00,34.0,M,Gustavo A. Madero,Nueva atzacoalco,"Transporte público, Taxi",Sí,Pues que los usuarios dejará de utisar sus carros y uhtilsen más el metro bus,,,Sí
398,2019-11-12T17:19:05+00:00,38.0,M,Gustavo A. Madero,Ampliación Progreso Nacional,Transporte público,Sí,"Sincronizar los semáforos de avenida Cuauhtémoc y que haya apoyo vial de policías en los cruces más conflictivos, como Eugenia, División y Universidad.",,,Sí
399,2019-11-11T19:40:43+00:00,33.0,F,Gustavo A. Madero,Graciano Sánchez,Transporte público,Sí,Ocupar el carril que ya tiene la Av. Cuauhtémoc para el metrobus,Considero que del lado de Cuautepec también deberían unirlas con el metrobus de Tenayuca ayudaría más a mover a la gente.,,Sí
400,2019-11-11T17:41:35+00:00,32.0,M,Gustavo A. Madero,Panamericana,Transporte público,Sí,"Sería buena opción que los carriles confinados fueran a las orillas, ya que centrales es más complicado",,,Sí
401,2019-11-11T00:11:31+00:00,77.0,M,Gustavo A. Madero,Loma de la palma,Transporte público,Sí,Que las construcciones se elaboren de noche,que presten mas atención en las personas adultas mayores,Ninguno,Sí
402,2019-11-10T05:29:50+00:00,20.0,M,Gustavo A. Madero,MAGDALENA DE LAS SALINAS,Transporte público,Sí,"MEDIAR CON LOS PUEBLOS ORIGINARIOS, LOS ESPACIOS PATRIMONIALES Y DE INTERÉS COMUNITARIO. 
REALIZAR PLATICAS Y TALLER SOBRE LA IMPORTANCIA DEL NUEVO PARADIGMA DE MOVILIDAD SOBRE EL USO DEL AUTOMOVIL, ADEMÁS DE SEÑALAR CUANTITATIVAMENTE LOS BENEFICIOS DEL PROYECTO.",,,Sí
403,2019-11-09T19:03:04+00:00,43.0,M,Gustavo A. Madero,Valle de Madero,"Transporte público, Vehículo particular",Sí,"Espaciar semáforos entre calles tan seguidas (cómo en Guerrero).
Que se aproveche el espacio derecho presente debajo del puente de Churubusco y Cuauhtémoc para maniobras de retorno de los camiones.","Líneas de gran recorrido con interconexión son más efectivas que las cortas. 

En el lado norte de está misma línea debería de contemplarse hacia Reclusorio Norte con tramo elevado para cubrir más demanda.",,Sí
404,2019-11-09T17:55:02+00:00,22.0,M,Gustavo A. Madero,La patera vallejo,Transporte público,Sí,"Trabajos nocturnos. Organización por colonia, por tramos.",,,Sí
405,2019-11-08T15:10:59+00:00,61.0,M,Gustavo A. Madero,Lindsvista,Bicicleta,Sí,Incluir una ciclovía desde el inicio del proyecto,,,Sí
406,2019-11-08T14:55:02+00:00,26.0,F,Gustavo A. Madero,Progreso nacional,Transporte público,Sí,Que no se tarden en la construcción,,,Sí
407,2019-11-08T04:35:53+00:00,57.0,F,Gustavo A. Madero,Nueva Vallejo,"A pie, Bicicleta, Transporte público, Vehículo particular",Sí,"Si puede ser a nivel banqueta, es mucho más fácil de acceder",,,Sí
408,2019-11-08T04:16:59+00:00,22.0,F,Gustavo A. Madero,GRACIANO SÁNCHEZ,Transporte público,Sí,,,,Sí
409,2019-11-08T00:16:38+00:00,22.0,M,Gustavo A. Madero,Lindavista,Transporte público,Sí,,,,"No, Sí"
